url,name,website,socials,email,address,contact,description,years_active,staff,awards
https://architectdirectory.co.uk/practice/casson-conder-partnership,Casson Conder Partnership,https://www.cassonconder.co.uk/,[],nora@cassonconder.co.uk,"Fifth Floor, 167-169 Great Portland Street, London, W1W 5PF",Tina Roscoe,"Casson Conder Partnership is a Royal Institute of British Architects Chartered Practice delivering contemporary design since 1956. We have extensive knowledge and experience of a broad range of architectural projects, from individual private houses and residential developments to educational and commercial buildings. We have particular expertise in building conversions, extensions, basements and working with listed buildings. We care about building successful relationships with our clients, based on a sound appreciation of their requirements. Our work is driven by a commitment to maximise the potential for our clients by adding value and identifying opportunities, overcoming obstacles, achieving programme and budget expectations and delivering practical and creative design solutions. Address Fifth Floor, 167-169 Great Portland Street, London, W1W 5PF Contact Tina Roscoe",64,0 - 4,[]
https://architectdirectory.co.uk/practice/cave-cooperative,Cave Cooperative,http://www.cave.coop,"[""https://twitter.com/@cavecoop"", ""https://instagram.com/thecavecoop""]",info@cave.coop,"Unit 108, 61 Victoria Road, Surbiton, KT6 4JX",Paul Harvey,"The Cave Co-operative is a sustainable architectural practice founded by Liz Crisp and Vera Hale in 2008. At The Cave Co-operative we work within a social business model. Cave focuses on sustainable construction techniques and design solutions that bring out the full potential of a project. Because we care about you and our planet we do this while minimising environmental impact. Cave educates and inspires through innovative and functional eco friendly buildings. Creating surroundings our clients and the wider community can enjoy. The Cave Co-operative champions eco friendly projects that involve natural building materials such as straw, cob, timber and stone. At Cave we also specialise in working with the local community, focused towards community build and ownership. Cave understand the importance of good communication and enjoys a close relationship with their clients. We share our ideas and enthusiasm to create and achieve original, high quality sustainable buildings that are delivered on time and within budget. Address Unit 108, 61 Victoria Road, Surbiton, KT6 4JX Contact Paul Harvey Twitter @cavecoop Instagram thecavecoop",12,0 - 4,[]
https://architectdirectory.co.uk/practice/cazenove-architects,Cazenove Architects,http://www.cazenove-architects.com,"[""https://twitter.com/@cazenove_arch"", ""https://instagram.com/cazenove_architects""]",contact@cazenove-architects.com,"34 Clarence Mews, London, E5 8HL",Louise Goodison,"Established in its present form in 1998, Cazenove Architects is an award winning team of architects and designers based in East London. Cazenove is built on a culture of ideas, and creativity. We are open to new ideas at all times exploring the possibilities of our ever changing built environment. We develop highly tailored solutions for our clients at every stage, and we add value. Cazenove works on projects in education, community and urban regeneration as well as housing and the core aim of the practice is the celebration of sustainable building environments through the perception and experience of building users. Cazenove’s buildings challenge the disintegration and isolation of the urban landscape by creating sustainable, vibrant and embracing community landmarks. Cazenove has built upon this experience, and now in our third decade, we continue to offer clients a highly individual design consultancy service where every project is considered as a new possibility to provide fantastic and unique design solutions that are intimately tailored to our client’s aspirations. Address 34 Clarence Mews, London, E5 8HL Contact Louise Goodison Twitter @cazenove_arch Instagram cazenove_architects",22,0 - 4,[]
https://architectdirectory.co.uk/practice/chaplin-farrant-wiltshire,Chaplin Farrant Wiltshire,http://www.cfw-architects.com/,[],studio@cfw-architects.com,"27 St Thomas Street, Winchester, SO23 9HJ",Martyn Wiltshire,"Chaplin Farrant Wiltshire is an award-winning architectural and interior design practice which offers clients innovative, high quality professional design and full project services from inception to completion. From our Winchester base we can provide services as a residential architect to clients across London and the Southern region. Address 27 St Thomas Street, Winchester, SO23 9HJ Contact Martyn Wiltshire",50,0 - 4,[]
https://architectdirectory.co.uk/practice/chris-matson-architect,Chris Matson Architect,https://www.chrismatson.co.uk/,"[""https://twitter.com/@matsoncj""]",mail@chrismatson.co.uk,"18-32 Mitchell Street, Dalkeith, EH22 1JQ",Chris Matson,"I’m an Experienced chartered architect specializing in high-quality residential projects, listed buildings, small-scale commercial developments and Urban Design Address 18-32 Mitchell Street, Dalkeith, EH22 1JQ Contact Chris Matson Twitter @matsoncj",18,0 - 4,[]
https://architectdirectory.co.uk/practice/chris-snow-architects,Chris Snow Architects,https://www.chrissnowarchitects.com/,"[""https://instagram.com/chrissnowarchitect""]",INFO@CHRISSNOWARCHITECTS.COM,"Unit 7, The Energy Centre, Bowling Green Walk, London, N1 6AL",Christopher Snow,"Chris Snow BA(Hons) DipArch RIBA established his practice in 2015. Prior to this Chris worked with Tony Fretton Architects, Allies and Morrison and the late Jonathan Woolf, with whom he returned to collaborate and help complete his final works. Under the name New Town Studio, Chris was shortlisted for several design competitions, including the National Grid pylon design competition in 2011. Current projects include a 1960s church remodelling in Essex and a new build house in Hampstead Garden Suburb. Chris studied architecture at London Metropolitan University with Caruso St John and at Nottingham University. He has taught architecture at Kingston and Nottingham Universities and is a Design Review Panel member for Epping and for Harlow and Gilston Garden Town. Address Unit 7, The Energy Centre, Bowling Green Walk, London, N1 6AL Contact Christopher Snow Instagram chrissnowarchitect",10,0 - 4,[]
https://architectdirectory.co.uk/practice/ciao,Ciao,https://www.ciao.archi/,"[""https://instagram.com/ciao_archi""]",info@ciao.archi,"Mare Street Studios, 203/213 Mare Street, London, E8 3JS",Allesandro Penna,"Our team is diverse, united by the same passion for intelligent design. London is our home, but our roots are in Northern Italy, where we also operate as a Practice. Our Journey started in 2016, utilising our passion for maximising space efficiently and creatively through micro flats projects and home extensions. We now specialise in delivering bold and efficient commercial developments on behalf of investors and property developers. In the same way we can convert a 35 sqm studio flat into smart accommodation for four people, our design led approach allows us to unlock a site’s potential and create value for our clients. All our projects start with a methodical analysis of the site constraints and the local context. Volumes are shaped in order to maximise site’s capacity, whilst making sure the proposal sits well within the urban context and complies with the local planning policies. Spaces are designed to be flexible, adaptable and filled with natural light, so people can enjoy them to live, work and play. Materials and details are added, with the aim to establish a dialogue with the neighbouring buildings and at the same time ensure durability and sustainability. Address Mare Street Studios, 203/213 Mare Street, London, E8 3JS Contact Allesandro Penna Instagram ciao_archi",4,0 - 4,[]
https://architectdirectory.co.uk/practice/city-architecture-office,City Architecture Office,https://www.cityarc.co.uk/,[],info@cityarc.co.uk,"4 Caledonian Place, Edinburgh, EH11 2AS",Tom Robertson Smith,"The practice has a reputation for thoughtful design work, driven by a commitment to create clear, simple and elegant architecture. Our design approach adds value well beyond the cost of professional fees and City Architecture Office (CiAO) delivers successful projects that aim to enhance the quality of our lives; whether at home, at work, or the public places in between. Address 4 Caledonian Place, Edinburgh, EH11 2AS Contact Tom Robertson Smith",15,0 - 4,[]
https://architectdirectory.co.uk/practice/clarman,Clarman,https://clarman.com/,"[""https://instagram.com/clarmanarchitects""]",cm@clarman.com,"Unit 1 33 Dungannon Road, Coalisland, BT71 4HP",James Maneely,"Clarman have been involved in the design and construction of residential accommodations from their inception. Clarman pride ourselves in the bespoke design of one off dwellings to meet the Client’s individual needs. Over the years we have completed a large selection of dwellings from single storey chalet to three storey accommodation in various locations throughout Northern Ireland and the Republic of Ireland. Address Unit 1 33 Dungannon Road, Coalisland, BT71 4HP Contact James Maneely Instagram clarmanarchitects",36,0 - 4,[]
https://architectdirectory.co.uk/practice/clay-architecture,Clay Architecture,http://www.clayarchitecture.com/,[],design@clayarchitects.com,"Great Lines Studios, Marlborough Road, Gillingham, ME7 5HB",Kasan Goh,"Clay Architecture is based in the Medway area of Kent. The practice has long-standing clients and a deep sense of place. The practice loves working with clients on difficult sites and challenging briefs. They are tenacious, obsessed with innovation, viability and details. Clients trust in the team’s ability to deliver. Address Great Lines Studios, Marlborough Road, Gillingham, ME7 5HB Contact Kasan Goh",23,0 - 4,[]
https://architectdirectory.co.uk/practice/clear-architects,Clear Architects,https://cleararchitects.co.uk/,[],mail@cleararchitects.co.uk,,Melanie Clear,"Clear Architects is an ambitious and established architectural practice with studios in Epping Forest and the New Forest. We are a RIBA Chartered practice renowned for “exceptional” architectural designs and impressive planning permission success rate. Addresses The Studio, 38 Church Hill, Loughton, IG10 1LA Studio 2, Hatchett Green, Hale, SP6 2NB Contact Melanie Clear",18,5 - 19,[]
https://architectdirectory.co.uk/practice/coffey-architects,Coffey Architects,http://coffeyarchitects.com/,"[""https://twitter.com/@CoffeyArch"", ""https://instagram.com/coffeyarchitects""]",enquiries@coffeyarchitects.com,"104-110 Goswell Road, London, EC1V 7DH",Dorota Glab,"Energetic and willing, witty with rigour, as a team, Coffey Architects is a mix of personalities, strengths and skills. Across the team we represent 10 nationalities, speak nine languages and do a mean round of karaoke. We are proud of our enthusiasm and experience and the way those qualities translate into sustainable housing work of high quality and delight. Our greatest preoccupation is connecting people to their environment through the harmmonious integration of nature and natural light. We have won civic and design awards for multi-unit housing schemes, one-off home renovations and everything in between. Address 104-110 Goswell Road, London, EC1V 7DH Contact Dorota Glab Twitter @CoffeyArch Instagram coffeyarchitects",19,5 - 19,[]
https://architectdirectory.co.uk/practice/cole-company,Cole Company,https://www.coleand.com/,"[""https://twitter.com/@CompanyCole"", ""https://instagram.com/cole_and_com""]",hello@coleand.com,"45 Reliance Wharf, Hertford Road, London, N1 5EW",Tom Cole,"Profile tbc Address 45 Reliance Wharf, Hertford Road, London, N1 5EW Contact Tom Cole Twitter @CompanyCole Instagram cole_and_com",3,0 - 4,[]
https://architectdirectory.co.uk/practice/concept-eight-architects,Concept Eight Architects,http://www.concept8.co.uk/,[],info@concept8.co.uk,"ESC House, South Road, Weybridge, KT13 9DZ",Mufazzal Chowdhury,"Our studio environment ensures that designs are thoroughly critiqued and all possibilities are explored to ensure you get the optimal solution to your needs whilst balancing brief, site constraints and budget. Having completed many hundreds of projects, our processes are tried and tested to ensure you get the most out of our services which will result in a successful design. We believe in order to achieve quality architecture; design must be at the forefront of every stage of a project from concept to competition. Our dedicated and experienced team enjoy the challenge of creativity, individuality and technical detailing and love to see their designs come to life throughout construction. Address ESC House, South Road, Weybridge, KT13 9DZ Contact Mufazzal Chowdhury",17,5 - 19,[]
https://architectdirectory.co.uk/practice/conrad-koslowsky-architects,Conrad Koslowsky Architects,https://www.conradkoslowsky.com/,"[""https://instagram.com/conradkoslowskyarchitects""]",mail@conradkoslowsky.com,,Conrad Koslowsky,"Conrad Koslowsky Architects are an award-winning design-led architecture studio with a dedication to carefully crafted design and attention to detail. We indulge in both the technical and poetic resolution of each project we undertake. Founded on principles of material responsibility and sustainability in its broadest sense, we are committed to constructing enduring designs that stand the test of time. We are passionate about the social reach of architecture and believe in the transformative power of design to improve the many diverse environments that we all inhabit daily. Our portfolio spans across residential, commercial, education, and retail sectors. We are currently working on several private residential projects, children’s care homes, a new-build office building, and an office refurbishment. We provide a tailored and bespoke service and work closely and collaboratively with our clients to identify the unique spatial, social, cultural, and material contexts of each project. We develop inventive responses to these complex settings through an iterative design-led process. We welcome projects of any scale and devote the same rigour to the design process for each one. We are well versed in the planning and regulatory requirements of the built environment and have worked on several listed buildings. If you’d like to find out more about working together, please get in touch. Address Conrad Koslowsky Architects Unit 5H, Stamford Works, 3 Gillett Street, N16 8JH Contact Conrad Koslowsky Instagram conradkoslowskyarchitects",5,0 - 4,[]
https://architectdirectory.co.uk/practice/core-architcts,Core Architcts,https://www.core-architects.co.uk/,[],info@core-architects.co.uk,"The Terrace, Grantham Street, Lincoln, LN2 1BD",Sam Culling,"We are proud of our proven track record in providing bespoke solutions to new and reconfigured homes for private clients. We work closely with our clients to understand the brief and site constraints to provide contemporary and imaginative design solutions. Address The Terrace, Grantham Street, Lincoln, LN2 1BD Contact Sam Culling",14,5 - 19,[]
https://architectdirectory.co.uk/practice/cottrell-and-vermeulen-architecture-limited,Cottrell And Vermeulen Architecture Limited,https://www.cv-arch.co.uk/,"[""https://twitter.com/@CottVerm"", ""https://instagram.com/cottverm""]",info@cv-arch.co.uk,"1B Iliffe Street, London, SE17 3LJ",Brian Vermeulen,"Cottrell & Vermeulen Architecture is an award-winning RIBA Chartered Practice with more than two decades of experience designing and building spaces for communities, institutions and individuals. Our portfolio of work spans a broad range of clients, stakeholders, budgets, timelines and sites, from small-scale but impactful community projects to working for central government, within large masterplans or framework design consortia, from constrained urban sites to suburban, rural and greenbelt locations. We draw directly on this experience to help clients engage with key stakeholders and evaluate strategic options. This helps us define a project vision together, understand what interventions and spaces will have the greatest impact in the long term, and make them integral to the project. We propose that the diversity of our work is a direct reflection of this approach to design. We are committed to designing buildings and spaces that are materially and socially sustainable. We have particular expertise in sustainable refurbishment, and aim to build in longevity, adaptability and robustness into all our work. We are a diverse practice with exceptional staff retention and a strong local connection through completed projects, peer design review and work experience programmes. We welcome enquiries from prospective clients, employees and collaborators from all backgrounds. Address 1B Iliffe Street, London, SE17 3LJ Contact Brian Vermeulen Twitter @CottVerm Instagram cottverm",28,5 - 19,[]
https://architectdirectory.co.uk/practice/cover-storey-architects,Cover Storey Architects,http://www.coverstorey.co.uk/,[],info@coverstorey.co.uk,"The Studio, 18 St Georges Avenue, Havant, PO9 2RX",Daniel Stroud,"Our process of investigative architecture seeks out a tailored response in every case, assimilating as much relevant information as possible over time in order to distil a reasoned and rational response and an elegant architectural solution. Our projects thus develop and are nurtured by the team, client, engineers and other construction colleagues, resulting in a contextually sensitive solution which we hope will always enhance the living environment. Design not so much by the will of the architect but through the nurture and direction of the architect. Address The Studio, 18 St Georges Avenue, Havant, PO9 2RX Contact Daniel Stroud",7,0 - 4,[]
https://architectdirectory.co.uk/practice/cowper-griffith-architects,Cowper Griffith Architects,http://www.cowpergriffith.co.uk/,[],architects@cowpergriffith.co.uk,"15 High Street, Whittlesford, Cambridge, CB22 4LT",Adrian Small,"All of our projects have a common approach to their design, reflecting a desire to achieve honesty in their composition and use of materials, as well as to add to the wider environment in an unselfconscious way. Our buildings are always meticulously realised, though this need not mean a visual complexity. We celebrate the innate qualities of materials and give great thought to the manner in which they are connected, and finished. Address 15 High Street, Whittlesford, Cambridge, CB22 4LT Contact Adrian Small",38,5 - 19,[]
https://architectdirectory.co.uk/practice/cp-architects,Cp Architects,http://www.cparchitects.net/,[],mail@cparchitects.net,"110 George Street, Oban, Argyll, PA34 5NT",Iain Campbell,"CP Architects operate from their Oban office on the West Coast of Scotland providing innovative design solutions in remote and sensitive environments working within budget and programme constraints, bringing a wide knowledge base and local understanding to each project. Address 110 George Street, Oban, Argyll, PA34 5NT Contact Iain Campbell",19,0 - 4,[]
https://architectdirectory.co.uk/practice/craft-studio,Craft Studio,https://craftstudio.ie/,"[""https://twitter.com/craftstudioARC"", ""https://instagram.com/craftstudio_architecture""]",info@craftstudio.ie,"The Postmaster’s House, 33 Shore Road, Holywood, BT18 9HX",Ronan Fitzpatrick,"Our projects place a strong emphasis on how people interact with buildings and space. We believe in creating buildings that inspire their occupants, exposing their potential through material, light and relationship with context. Craftstudio Architecture use a wide range of techniques to investigate and communicate our ideas. This approach is critical to the engagement of our clients in the design process. Address The Postmaster’s House, 33 Shore Road, Holywood, BT18 9HX Contact Ronan Fitzpatrick Twitter craftstudioARC Instagram craftstudio_architecture",,5 - 19,[]
https://architectdirectory.co.uk/practice/craftworks-architects,Craftworks Architects,https://www.craftworks.co.uk/,"[""https://instagram.com/craftworksarchitects""]",info@craftworks.co.uk,"Unit 52.11 Woolyard, 52 Bermondsey Street, London, SE1 3UD",John Smart,"Craftworks seeks to progress the relationship between the craft of building and the art of design within a unique form of practice. It is balanced between the roles of architect, developer and an in-house construction team. Such a synergic structure informs the approach to the work and aims to address the restrictive and conventional practice of architecture which is often compromised by the realms of the everyday contingent. The triptych form encompasses new roles of the architect, informed client and craft based builder whilst reigniting the possibilities and return of the 'master builder'. The studio is driven by risks, autonomy, experimentation and reinvention. New typologies are as possible as new building briefs as in turn are new building technologies and methodologies. The research is applied and empirically tested through built works on site. Recently established, the practices first major project, DKH, received the RIBA award for London's best housing which supported and illuminated the possible achievements of this new formed practice. Whilst currently engaged with various scales of residential projects, the practice will soon explore other social conditions and set these within new building types. Address Unit 52.11 Woolyard, 52 Bermondsey Street, London, SE1 3UD Contact John Smart Instagram craftworksarchitects",2,0 - 4,[]
https://architectdirectory.co.uk/practice/crane-and-associates,Crane And Associates,http://www.craneassociates.com/,[],admin@craneassociates.com,"1 Dawes Court, High Street, Esher, KT10 9QD",Robin Crane,"An award winning practice of architects and designers with a reputation for finding elegant solutions to both contemporary and historic architectural challenges. Address 1 Dawes Court, High Street, Esher, KT10 9QD Contact Robin Crane",36,5 - 19,[]
https://architectdirectory.co.uk/practice/croft-architecture,Croft Architecture,http://www.croftarchitecture.com/,[],enquiries@croftarchitecture.com,"6-7 Pearl House, Anson Court, Staffordshire Technology Park, Stafford, ST18 0GB",Carl Croft,"At Croft we know that it's more than just a building for our clients. We are professionally skilled and personally invested in making sure your project comes to life and creates a place you can thrive. Address 6-7 Pearl House, Anson Court, Staffordshire Technology Park, Stafford, ST18 0GB Contact Carl Croft",14,5 - 19,[]
https://architectdirectory.co.uk/practice/curl-la-tourelle-and-head,Curl La Tourelle And Head,https://www.clth.co.uk/,"[""https://twitter.com/@CLTHArchitects"", ""https://instagram.com/cltharchitecture""]",mail@clth.co.uk,,Sarah Curl,"We are a progressive and contemporary community of architects that focuses on sustainable and practical designs through a creative dialogue with our clients, consultants, contractors and communities. We will translate aspirations into appropriate, innovative and joyful buildings through integrated, context-specific design. Our experienced team will create an individual solution for each project, large or small. Continuous attention to detail ensures the highest quality at each work stage. We welcome new challenges and apply knowledge gained from completed projects to new situations. Our hard-working buildings ensure maximum quality and value. We will listen to you, and we will act on what we hear. Addresses Podium Level, Shakespeare Tower, Barbican, London, EC2Y 8DR 6 Silver Street, Deal, CT14 6LB The Paragon, Bath, BA1 5LY Contact Sarah Curl Twitter @CLTHArchitects Instagram cltharchitecture",,5 - 19,[]
https://architectdirectory.co.uk/practice/cutler-architects,Cutler Architects,http://www.cutlerarch.com/,[],mail@cutlerarch.com,"43 St Marys Street, Wallingford , OX10 0EU",Richard Cutler,"Cutler Architecture are Arts & Crafts specialists working with original, as well as new modern interpretations of Arts & Crafts houses designed for contemporary living, working with natural and vernacular building materials, such as local stone, slate and timber. Address 43 St Marys Street, Wallingford , OX10 0EU Contact Richard Cutler",37,0 - 4,[]
https://architectdirectory.co.uk/practice/d-and-h-farmer-chartered-architects,D And H Farmer Chartered Architects,http://www.dhfarmer.co.uk/,[],mail@dhfarmer.co.uk,"Meldon Design Studio, 2 Elcho Street Brae, Peebles, EH45 8HU",Helen Farmer,"Located in Peebles, 25 miles south of Edinburgh, D & H Farmer Chartered Architects has been working with private and commercial clients throughout the Borders and central Scotland since 1997. We offer a range of bespoke architectural services, tailored to the requirements of the individual client. Address Meldon Design Studio, 2 Elcho Street Brae, Peebles, EH45 8HU Contact Helen Farmer",26,0 - 4,[]
https://architectdirectory.co.uk/practice/d4p-uk-ltd,D4P Uk Ltd,https://www.d4p-uk.com/,"[""https://twitter.com/@d4puk""]",info@d4p-uk.com,"2 Eastbourne Terrace, London, W2 6LG",Miguel Nobrega,"D4P’s mission is to serve the maximum number of people and to add value through our ‘thought leadership’, resourcefulness and technical adeptness. Our energetic and flexible approach gives us the innovative edge that translates into creating designs, firstly, for people, the users of the space. When these people enjoy these spaces, our designs create a place, one that is memorable to all. A collection of these ‘places’ transform into successful, useful and profitable properties. We achieve this with a true and uncompromising passion. Address 2 Eastbourne Terrace, London, W2 6LG Contact Miguel Nobrega Twitter @d4puk",,0 - 4,[]
https://architectdirectory.co.uk/practice/dale-venn-architects,Dale Venn Architects,https://www.dalevennarchitects.com/,[],dalevennarchitects@gmail.com,"High House, Harlington Road, Hillingdon, Middlesex, UB8 3HX",Dale Venn,"Dale Venn heads a team dedicated to providing you with a first class service in the world of design, architecture, planning and construction. Our team has extensive experience and expertise developed over 30 years, through working with private and corporate clients throughout West London and Buckinghamshire. We can offer you a professional and imaginative service whether new build, refurbishment, extension or conversion. Address High House, Harlington Road, Hillingdon, Middlesex, UB8 3HX Contact Dale Venn",,0 - 4,[]
https://architectdirectory.co.uk/practice/dalley-smith-architecture,Dalley Smith Architecture,http://www.dalleysmitharchitecture.co.uk/,[],stephen@dalleysmith.co.uk,"Meadow Farm, Meadow Lane, Bathampton, Bath, BA2 6SL",Stephen Dalley Smith,"Dalley Smith Architecture is a RIBA Chartered Practice established in 1991 by Stephen Dalley Smith. We work within Bath and through the Wiltshire and Somerset countryside. Projects include individual houses for private clients, work with historic and listed buildings, rural conversions, city centre refurbishments and projects for private developers. Address Meadow Farm, Meadow Lane, Bathampton, Bath, BA2 6SL Contact Stephen Dalley Smith",32,5 - 19,[]
https://architectdirectory.co.uk/practice/dallman-johnstone-architects,Dallman Johnstone Architects,http://www.dallmanjohnstone.co.uk/,[],studio@dallmanjohnstone.co.uk,"The Studio, 24 New Kirk Road, Bearsden, Glasgow, G61 3SL",Christopher Johnstone,"Profile tbc Address The Studio, 24 New Kirk Road, Bearsden, Glasgow, G61 3SL Contact Christopher Johnstone",31,0 - 4,[]
https://architectdirectory.co.uk/practice/damian-howkins-architects,Damian Howkins Architects,https://www.damianhowkins.com/,"[""https://instagram.com/damianhowkinsarchitects""]",info@damianhowkins.com,,Damian Howkins,"Damian Howkins Architects Limited is an architectural practice established by Damian Howkins in 2014, with studios in both London and Margate. The studio places strong emphasis on developing new ideas and solutions with clients, working to create buildings that express a sense of place, are meaningful and enjoyable to their users and have architectural honesty. Damian has been designing award winning buildings for over 10 years in both the private and commercial sector. With projects across London and the South East of England his work ranges from house extensions and bespoke new-build houses, to extensive commercial and real estate developments. Working closely with all members of the design team including clients, users, planners, consultants and contractors, the studio is able to produce a design approach that is clear, logical and appropriate. We enjoy developing long-term relationships with our clients and always use past experiences to ensure that our buildings maintain their quality and purpose far into the future. Addresses Work Life, Rivington House, London, EC2A 3JF 59 Sweyn Road, Cliftonville, Margate, CT9 2DD Contact Damian Howkins Instagram damianhowkinsarchitects",6,0 - 4,[]
https://architectdirectory.co.uk/practice/dandelion-seeds-architects,Dandelion Seeds Architects,http://www.dandelionseeds.co.uk/,[],info@dseeds.co.uk,"2 Addison Grove, Taunton, TA2 6JF",Philip Bristow,"Since our inception in 2020, our team has worked on a wide range of projects throughout the South and South West of England. The bulk of our workload has focussed on the design of: Bespoke one-off houses, barn conversions (class Q), net zero affordable modular housing, luxury apartments and grade 2 listed buildings as well as a community centre, paragraph 80 houses and the Master plan for a wellbeing retreat. Address 2 Addison Grove, Taunton, TA2 6JF Contact Philip Bristow",3,0 - 4,[]
https://architectdirectory.co.uk/practice/daniel-hurd-associates,Daniel Hurd Associates,http://www.dhaa.co.uk/,[],design@dhaa.co.uk,"33 Powell Street, Birmingham, B1 3DH",Daniel Hurd,"Our approach is resolutely modern but with a sensitivity to tradition and context. The practice engages in an innovative, forward thinking professional outlook which takes into account new methods of working, commercial trends, social factors, energy management, environmental and safety issues. DHA Architects always adopts a client-focused approach to project management, which serves to optimise the site or exisiting building, providing practical and creative designs, whilst ensuring best practice and regulatory compliance. Address 33 Powell Street, Birmingham, B1 3DH Contact Daniel Hurd",29,5 - 19,[]
https://architectdirectory.co.uk/practice/dannatt-johnson-architects,Dannatt Johnson Architects,https://djarchitects.co.uk/,"[""https://twitter.com/@DannattJohnson"", ""https://instagram.com/dannattjohnsonarchitects""]",studio@djarchitects.co.uk,"Unit 1, The Wireworks, 77 Great Suffolk Street, London, SE1 0BU",David Johnson,"The practice of Dannatt, Johnson Architects has been responsible for work covering most aspects of building procurement: feasibility studies, master-planning, archi­tec­tural design, project management and completion of buildings on site. The types of work include public and private buildings for a range of clients and a variety of uses: university and school buildings, community and the arts, service buildings and residential accommodation. In addition to designing new buildings, the practice has worked on the adaptation and restoration of historic buildings of inter­na­tional importance and on the conser­vation for community benefit of more modest yet locally valued structures. It is especially adept at fitting new uses and new buildings into historic and sensitive settings. Throughout, the work of the practice is informed by a concern for the resolution of client needs, the situation found and the means available. Address Unit 1, The Wireworks, 77 Great Suffolk Street, London, SE1 0BU Contact David Johnson Twitter @DannattJohnson Instagram dannattjohnsonarchitects",,5 - 19,[]
https://architectdirectory.co.uk/practice/david-brain-partnership,David Brain Partnership,https://www.dbpbath.co.uk/,[],mail@dbpbath.co.uk,"Ralph Allen's Town House, 2 Church Street, Bath, BA1 1NL",Craig Underdown,"We strive to create buildings that not only enhance the quality of life of those using them, but that also thoroughly fulfill their function and satisfy the demands of the environmental context in which they are built. We seek a good three-dimensional use of space and a sensible relationship between the various elements providing excellent visual and design qualities. Address Ralph Allen's Town House, 2 Church Street, Bath, BA1 1NL Contact Craig Underdown",37,5 - 19,[]
https://architectdirectory.co.uk/practice/david-coles-architects,David Coles Architects,https://www.colesarchitects.co.uk/,"[""https://instagram.com/dcaltd""]",admin@colesarchitects.co.uk,,David Coles,"DCa is a forward thinking architectural studio which works with clients to achieve desired outcomes and 'Add Value by Design'. At DCa we know the importance of working as a team and we pride ourselves on being innovative, ﻿strategic thinkers﻿, creative, collaborative, ﻿environmentally conscientious﻿ and professional. Address DCa (David Coles Architects) Bank House, 2 High Street, Olney, Milton Keynes, MK46 4YY Contact David Coles Instagram dcaltd",30,5 - 19,[]
